Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
Zach,$75.00,Yes,,Good,$75,$165.83,$90.83,$90.83,$86.00,$4.83,No,5.32%,In Progress,,$63.37,,2175,2175,,
ddavidl (dee),$50.00,Yes,,Good,$50,$46.13,-$3.87,-$3.87,$0.00,$0.00,No,0.00%,In Progress,,,People Leave ->,0,2175,total after bs,
bong,$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
vik,$100.00,Yes,,Good,$100,$123.67,$23.67,$23.67,$20.00,$3.67,Yes,15.50%,Complete,,,should be 0 at end:,$0.00,"$1,165.71",977.46,6.48%
twizzy,$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
yoshe ,$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,Credit Sum,Receive Sum,In-Game,
dangdaniel ,$75.00,Yes,,Good,$75,$204.83,$129.83,$129.83,$125.00,$4.83,No,3.72%,In Progress,,,,"$1,600",$575.00,$0.00,
xilos,$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
alx.yc (poco),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,Pokernow Link:,https://www.pokernow.club/games/pglxbgoGzn13GkpNN4mRK_d5Y,,,,
PeanutJr,$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
nibbler (nib),$50.00,Yes,,Good,$50,$168.06,$118.06,$118.06,$112.00,$6.06,No,5.13%,In Progress,,,,,,,
pkqu ,$100.00,Yes,,Good,$100,$164.25,$64.25,$64.25,$58.25,$6.00,Yes,9.34%,Complete,,,,,,,
drew,$100.00,Yes,,Good,$100,$126.59,$26.59,$26.59,$25.00,$1.59,Yes,5.98%,Complete,,WL:,,,,,
LisAA,$50.00,Yes,,Good,$50,$91.02,$41.02,$41.02,$36.00,$5.02,No,12.24%,In Progress,,,,,,,
joonga,$150.00,Yes,,Good,$150,$82.60,-$67.40,-$67.40,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
swaggyp5,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
alx.yc (snake),$125.00,No,$125.00,Good,$0,$63.25,-$61.75,$63.25,$60.00,$3.25,No,5.26%,In Progress,"me, someone",,,,,,
abyan (luckbox),$50.00,Yes,,Good,$50,$147.75,$97.75,$97.75,$92.00,$5.75,No,5.88%,In Progress,,,,,,,
twizzy (whatsbluffing?),$75.00,No,$75.00,Good,$0,$149.73,$74.73,$149.73,$149.73,$0.00,No,0.00%,In Progress,me,,,,,,
choohaz (neymar),$50.00,Yes,,Good,$50,$74.04,$24.04,$24.04,$22.00,$2.04,Yes,8.49%,Complete,,did not tell me amount to send,,currently not complete,,,
sosa,$50.00,No,$50.00,Good,$0,$61.36,$11.36,$61.36,$61.36,$0.00,No,0.00%,In Progress,someone,,,,,,
william (bang),$75.00,Yes,,Good,$75,$55.56,-$19.44,-$19.44,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
funshanay,$100.00,Yes,,Good,$100,$336.07,$236.07,$236.07,$220.00,$16.07,No,6.81%,In Progress,,,,,,,
Monkei,$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
kevinatekfc,$75.00,Yes,,Good,$75,$114.26,$39.26,$39.26,$35.00,$4.26,No,10.85%,In Progress,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
