Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
Divan,$75.00,Yes,,Good,$75,$265.85,$190.85,$190.85,$175.00,$15.85,No,8.30%,In Progress,,$170.38,,6312.5,6312.54,,
Dan,$700.00,Yes,,Good,$700,$412.93,-$287.07,-$287.07,$0.00,$0.00,No,0.00%,In Progress,,,People Leave ->,0,6312.5,total after bs,
Yoshe,$50.00,Yes,,Good,$50,$143.14,$93.14,$93.14,$88.00,$5.14,Yes,5.52%,Complete,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
87t bnn,$75.00,Yes,,Good,$75,$596.20,$521.20,$521.20,$484.00,$37.20,Yes,7.14%,Complete,,,should be 0 at end:,$0.04,"$2,749.10",2699.1,6.31%
pkqu,$100.00,Yes,,Good,$100,$74.12,-$25.88,-$25.88,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
car (freddy),$175.00,Yes,,Good,$175,$183.81,$8.81,$8.81,$7.00,$1.81,No,20.54%,In Progress,,,,Credit Sum,Receive Sum,In-Game,
drew,$125.00,Yes,,Good,$125,$57.83,-$67.17,-$67.17,$0.00,$0.00,No,0.00%,In Progress,,,,"$5,528",$785.00,-$0.04,
mysteriousmelon (melon),$200.00,Yes,,Good,$200,$204.07,$4.07,$4.07,$3.00,$1.07,No,26.29%,In Progress,,,,,,,
funshanay,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,Pokernow Link:,https://www.pokernow.club/games/pglYMGV7UTgdm_PPRkwLejqaQ,,,,
bong,$50.00,Yes,,Good,$50,$166.84,$116.84,$116.84,$110.00,$6.84,Yes,5.85%,Complete,,,,,,,
kij (kiwi),$75.00,Yes,,Good,$75,$0.00,-$75.00,-$75.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel52,$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
mike,$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,WL:,,,,,
choohaz (choo),$100.00,Yes,,Good,$100,$156.97,$56.97,$56.97,$52.00,$4.97,No,8.72%,In Progress,,,,,,,
ragathar (rag),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
abyan (zizou),$150.00,Yes,,Good,$150,$111.53,-$38.47,-$38.47,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Devarno,$75.00,Yes,,Good,$75,$181.88,$106.88,$106.88,$98.00,$8.88,No,8.31%,In Progress,,,,,,,
catlib (cat),$50.00,Yes,,Good,$50,$27.00,-$23.00,-$23.00,$0.00,$0.00,No,0.00%,In Progress,tabbed 14 previously,,,,,,
joel_dev (glue),$120.00,Yes,,Good,$120,$136.51,$16.51,$16.51,$15.00,$1.51,No,9.15%,In Progress,,,,,,,
foxy,$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
br1ann88,$50.00,Yes,,Good,$50,$130.47,$80.47,$80.47,$76.44,$4.03,No,5.01%,In Progress,,,,,,,
reido,$75.00,Yes,,Good,$75,$89.30,$14.30,$14.30,$12.00,$2.30,No,16.08%,In Progress,,,,,,,
Chigi,$50.00,Yes,,Good,$50,$86.77,$36.77,$36.77,$35.00,$1.77,No,4.81%,In Progress,,,,,,,
