Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
PeanutJr,$75.00,Yes,,Good,$75,$187.50,$112.50,$112.50,$0.00,$0.00,Yes,0.00%,Complete,,$57.10,,2578.11,2578.11,,
Nick (gandon),$50.00,Yes,,Good,$50,$211.17,$161.17,$161.17,$150.00,$11.17,No,6.93%,In Progress,,,People Leave ->,0,2578.11,total after bs,
Joning ,$175.00,Yes,,Good,$175,$176.97,$1.97,$1.97,$1.81,$0.16,Yes,8.12%,Complete,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
squaaa,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,should be 0 at end:,$100.00,"$1,279.87",1117.37,5.11%
pkqu,$75.00,Yes,,Good,$75,$164.11,$89.11,$89.11,$82.61,$6.50,Yes,7.29%,Complete,,,,,,,
j3ong (jhuncho),$50.00,No,$50.00,Good,$0,$215.17,$165.17,$215.17,$210.00,$5.17,Yes,3.13%,Complete,me,,,Credit Sum,Receive Sum,In-Game,
Xilos,$100.00,No,$100.00,Good,$0,$0.00,$0.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,"$1,589",$989.00,$0.00,
yoshe,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
niscu,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,Pokernow Link:,https://www.pokernow.club/games/pglQx58syCj0EGkiuqjzmpTiL,,,,
jf122,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
funshanay,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
BigFergie82,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
zach ,$75.00,Yes,,Good,$75,$80.65,$5.65,$5.65,$5.35,$0.30,Yes,5.31%,Complete,,WL:,,,,,
pkqu,$164.11,Yes,,Good,$164,$155.85,-$8.26,-$8.26,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
BB,$125.00,Yes,,Good,$125,$66.06,-$58.94,-$58.94,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
FriedDumplings (MV Mickey),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
yoshe,$50.00,Yes,,Good,$50,$152.12,$102.12,$102.12,$100.00,$2.12,Yes,2.08%,Complete,,,,,,,
