Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
vik,$100.00,Yes,,Good,$100,$191.24,$91.24,$91.24,$93.00,-$1.76,Yes,0.00%,Complete,,$55.64,,2300,2299.9,,
sb,$50.00,Yes,,Good,$50,$68.86,$18.86,$18.86,$17.00,$1.86,No,9.86%,In Progress,,,People Leave ->,0,2300,total after bs,
sam,$100.00,Yes,,Good,$100,$31.14,-$68.86,-$68.86,$0.00,$0.00,No,0.00%,In Progress,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
Enemies,$100.00,No,$100.00,Good,$0,$64.46,-$35.54,$64.46,$64.46,$0.00,Yes,0.00%,Complete,someone,,should be 0 at end:,-$0.10,"$1,210.02",884.95,6.29%
hawk ,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
rn,$50.00,No,$50.00,Good,$0,$58.49,$8.49,$58.49,$56.00,$2.49,Yes,29.33%,Complete,someone,,,Credit Sum,Receive Sum,In-Game,
kunal,$150.00,No,$150.00,Good,$0,$0.00,-$150.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,"$1,575",$725.00,$0.10,
dangdaniel,$50.00,Yes,,Good,$50,$213.64,$163.64,$163.64,$150.00,$13.64,No,8.34%,In Progress,,,,,,,
Joning,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,Pokernow Link:,https://www.pokernow.club/games/pgldzqE85STz4loKxX1k7bZtA,,,,
catlib (cat),$50.00,Yes,,Good,$50,$88.50,$38.50,$38.50,$38.50,$0.00,Yes,0.00%,Complete,,,,,,,
rabaaz,$50.00,No,$50.00,Good,$0,$142.78,$92.78,$142.78,$135.00,$7.78,No,8.39%,In Progress,someone,,,,,,
Csizzle (siz) ,$275.00,Yes,,Good,$275,$386.27,$111.27,$111.27,$105.00,$6.27,Yes,5.63%,Complete,,,,,,,
br1ann88 (br1),$50.00,Yes,,Good,$50,$156.27,$106.27,$106.27,$101.00,$5.27,No,4.96%,In Progress,,WL:,,,,,
greenbean ,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
derz (smurkio),$175.00,Yes,,Good,$175,$0.00,-$175.00,-$175.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ry,$150.00,No,$150.00,Good,$0,$57.17,-$92.83,$57.17,$57.17,$0.00,No,0.00%,In Progress,someone,,,,,,
donuttaker (donny),$50.00,Yes,,Good,$50,$219.37,$169.37,$169.37,$110.00,$9.37,No,5.53%,In Progress,combined 50 loss from T1,,,,,,
dangdaniel,$50.00,Yes,,Good,$50,$104.28,$54.28,$54.28,$45.00,$9.28,No,17.10%,In Progress,,,,,,,
Catlib (cat),$50.00,Yes,,Good,$50,$40.19,-$9.81,-$9.81,$0.00,$0.19,Yes,1.94%,Complete,,,,,,,
wifahat (wifa) ,$200.00,Yes,,Good,$200,$115.37,-$84.63,-$84.63,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
