Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
Stevewithn (stewn),$50.00,Yes,,Good,$50,$791.58,$741.58,$741.58,$660.00,$81.58,No,11.00%,In Progress,,$182.78,,4951.88,4951.88,,
kevinatekfc (gravy),$300.00,Yes,,Good,$300,$309.00,$9.00,$9.00,$0.00,$9.00,Yes,100.00%,Complete,,,People Leave ->,0,4951.88,total after bs,
Dougie,$200.00,Yes,,Good,$200,$81.29,-$118.71,-$118.71,$0.00,$0.00,No,0.00%,In Progress,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
Nibbler (Nib),$100.00,Yes,,Good,$100,$57.13,-$42.87,-$42.87,$0.00,$0.00,No,0.00%,In Progress,,,should be 0 at end:,$0.00,"$2,628.03",2253.03,8.11%
t2000 (AM),$75.00,No,$75.00,Good,$0,$340.91,$265.91,$340.91,$328.00,$12.91,No,4.86%,In Progress,me,,,,,,
sai1009,$50.00,No,$50.00,Good,$0,$94.27,$44.27,$94.27,$90.00,$4.27,Yes,9.65%,Complete,me ,,,Credit Sum,Receive Sum,In-Game,
Aramis,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,"$4,177",$775.00,$0.00,
Teensy (Doug Death),$250.00,Yes,,Good,$250,$36.31,-$213.69,-$213.69,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
AR,$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,Pokernow Link:,,,,,
weoou,$100.00,Yes,,Good,$100,$293.82,$193.82,$193.82,$180.00,$13.82,Yes,7.13%,Complete,,,,,,,
87t bnn ,$150.00,Yes,,Good,$150,$166.58,$16.58,$16.58,$15.00,$1.58,Yes,9.53%,Complete,Tabbed 15,,,,,,
dangdaniel52,$150.00,Yes,,Good,$150,$0.00,-$150.00,-$150.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
catlib (cat),$125.00,Yes,,Good,$125,$0.00,-$125.00,-$125.00,$0.00,$0.00,No,0.00%,In Progress,,WL:,,,,,
swaggyp5 (swaaaa),$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
qtrk (rk),$80.00,Yes,,Good,$80,$0.00,-$80.00,-$80.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
tty,$75.00,No,$75.00,Good,$0,$0.00,-$75.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
drew,$50.00,Yes,,Good,$50,$80.91,$30.91,$30.91,$29.00,$1.91,No,6.18%,In Progress,,,,,,,
sarmgoblin (cold),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Lucky (luckypunt),$50.00,Yes,,Good,$50,$168.05,$118.05,$118.05,$108.00,$10.05,Yes,8.51%,Complete,,,,,,,
abyan (luckbox),$50.00,Yes,,Good,$50,$78.56,$28.56,$28.56,$27.00,$1.56,Yes,5.46%,Complete,,,,,,,
blamp69,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
sam,$50.00,Yes,,Good,$50,$77.43,$27.43,$27.43,$27.43,$0.00,No,0.00%,In Progress,,,,,,,
yoshe,$100.00,Yes,,Good,$100,$59.45,-$40.55,-$40.55,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
sebbyliu (disney),$100.00,No,$100.00,Good,$0,$191.38,$91.38,$191.38,$187.00,$4.38,No,4.79%,In Progress,someone,,,,,,
ti84,$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
sosa,$50.00,No,$50.00,Good,$0,$0.00,-$50.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,someone,,,,,,
sam,$227.43,Yes,,Good,$227,$259.56,$32.13,$32.13,$27.57,$4.56,No,14.19%,In Progress,,,,,,,
kij (kaz),$75.00,Yes,,Good,$75,$278.83,$203.83,$203.83,$193.00,$10.83,No,5.31%,In Progress,,,,,,,
yoshe,$159.45,Yes,,Good,$159,$0.00,-$159.45,-$159.45,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
friedDumplings (squeakysqueak),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
ty (tyboat),$100.00,No,$100.00,Good,$0,$205.07,$105.07,$205.07,$200.00,$5.07,No,4.83%,In Progress,someone,,,,,,
TG,$60.00,Yes,,Good,$60,$107.63,$47.63,$47.63,$45.00,$2.63,Yes,5.52%,Complete,,,,,,,
recahl,$200.00,Yes,,Good,$200,$0.00,-$200.00,-$200.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
mysteriousmelon (melon),$100.00,Yes,,Good,$100,$61.75,-$38.25,-$38.25,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
divan,$100.00,Yes,,Good,$100,$225.48,$125.48,$125.48,$115.00,$10.48,No,8.35%,In Progress,,,,,,,
mysteriousmelon (melon),$150.00,Yes,,Good,$150,$197.79,$47.79,$47.79,$46.25,$1.54,Yes,3.22%,Complete,,,,,,,
itachinatsu (lucci),$50.00,No,$50.00,Good,$0,$125.47,$75.47,$125.47,$122.00,$3.47,No,4.60%,In Progress,someone,,,,,,
