Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
Demet,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,$108.15,,4135.26,4135.26,,
dan (danny),$50.00,Yes,,Good,$50,$549.12,$499.12,$499.12,$474.00,$25.12,No,5.03%,In Progress,,,People Leave ->,0,4135.26,total after bs,
stevewithn (stewn),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
mysteriousmelon (melon),$50.00,Yes,,Good,$50,$235.64,$185.64,$185.64,$178.00,$7.64,Yes,4.12%,Complete,,,should be 0 at end:,$0.00,"$1,894.11",1841.51,5.87%
kevinatekfc (swappy),$150.00,Yes,,Good,$150,$498.04,$348.04,$348.04,$320.00,$28.04,No,8.06%,In Progress,,,,,,,
87t bnn ,$75.00,Yes,,Good,$75,$134.04,$59.04,$59.04,$54.00,$5.04,Yes,8.54%,Complete,Tabbed,,,Credit Sum,Receive Sum,In-Game,
catlib (cat),$75.00,Yes,,Good,$75,$36.25,-$38.75,-$38.75,$0.00,$0.00,No,0.00%,In Progress,,,,"$3,835",$300.00,$0.00,
ragathar (rag),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
yoshe,$100.00,Yes,,Good,$100,$230.84,$130.84,$130.84,$123.00,$7.84,Yes,5.99%,Complete,,Pokernow Link:,https://www.pokernow.club/games/pglIS5tzTP0gyesBkdRGaQl1M,,,,
Joning,$100.00,Yes,,Good,$100,$0.00,-$100.00,-$100.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
t2000 (AM),$75.00,Yes,,Good,$75,$75.47,$0.47,$0.47,$0.00,$0.47,Yes,100.00%,Complete,,,,,,,
drew,$200.00,Yes,,Good,$200,$163.89,-$36.11,-$36.11,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
Swiftie (CasinoF),$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,Yes,0.00%,Complete,,WL:,,,,,
monkeepoo (monkee so tuff),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
Choohaz (choo),$150.00,Yes,,Good,$150,$73.57,-$76.43,-$76.43,$0.00,$0.00,No,0.00%,In Progress,got 17 from reginald,,,,,,
skyhigh,$150.00,Yes,,Good,$150,$92.01,-$57.99,-$57.99,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
joning,$100.00,Yes,,Good,$100,$312.00,$212.00,$212.00,$206.00,$6.00,No,2.83%,In Progress,,,,,,,
greenbean,$100.00,Yes,,Good,$100,$132.17,$32.17,$32.17,$30.00,$2.17,Yes,6.75%,Complete,,,,,,,
sebbyliu (disney),$150.00,No,$150.00,Good,$0,$22.34,-$127.66,$22.34,$22.34,$0.00,No,0.00%,In Progress,someone,,,,,,
skyhigh,$92.01,Yes,,Good,$92,$68.74,-$23.27,-$23.27,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
drew,$100.00,Yes,,Good,$100,$157.27,$57.27,$57.27,$56.11,$1.16,Yes,2.03%,Complete,,,,,,,
monkeepoo (monkee so tuff),$200.00,Yes,,Good,$200,$87.18,-$112.82,-$112.82,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
sam,$50.00,Yes,,Good,$50,$60.25,$10.25,$10.25,$10.25,$0.00,No,0.00%,In Progress,,,,,,,
sam,$60.25,Yes,,Good,$60,$42.62,-$17.63,-$17.63,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
whathappenedto1971,$65.00,Yes,,Good,$65,$93.99,$28.99,$28.99,$25.00,$3.99,No,13.76%,In Progress,,,,,,,
Devarno,$325.00,Yes,,Good,$325,$121.24,-$203.76,-$203.76,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
weoou (stephcurry),$250.00,Yes,,Good,$250,$283.67,$33.67,$33.67,$30.00,$3.67,No,10.90%,In Progress,,,,,,,
PeanutJr,$150.00,Yes,,Good,$150,$131.48,-$18.52,-$18.52,$0.00,$0.00,Yes,0.00%,Complete,,,,,,,
sabulth,$50.00,No,$50.00,Good,$0,$30.26,-$19.74,$30.26,$30.26,$0.00,No,0.00%,In Progress,someone,,,,,,
itachinatsu (lucci),$250.00,Yes,,Good,$250,$0.00,-$250.00,-$250.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
pkqu,$150.00,Yes,,Good,$150,$45.25,-$104.75,-$104.75,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
Pranavb0 (balls),$175.00,Yes,,Good,$175,$137.92,-$37.08,-$37.08,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
dangdaniel52,$75.00,Yes,,Good,$75,$302.01,$227.01,$227.01,$210.00,$17.01,No,7.49%,In Progress,,,,,,,
stevewithn (stewn),$50.00,Yes,,Good,$50,$0.00,-$50.00,-$50.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
PeanutJr,$17.00,Yes,,Good,$17,$0.00,-$17.00,-$17.00,$0.00,$0.00,Yes,0.00%,Complete,Got 17 from reginald,,,,,,
Choohaz (choo),$1.00,Yes,,Good,$1,$18.00,$17.00,$17.00,$17.00,$0.00,No,0.00%,In Progress,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
,,Yes,,Good,,,$0.00,$0.00,,$0.00,,0.00%,,,,,,,,
