Player Name,Initial Stack,Credit?,$ Received,Balance,Credit,Ending Stack,P/L Player,Send Out,$ Sent,Tips,Done?,Tips %,Status,Notes,Total Tips:,Confirm Data,Starting Sum,End Sum,Should Equal,
yoshe,$100.00,Yes,,Good,$100,$151.51,$51.51,$51.51,$49.00,$2.51,No,4.87%,In Progress,,$136.86,,6020.28,6020.28,,
mcc,$50.00,Yes,,Good,$50,$135.48,$85.48,$85.48,$80.00,$5.48,No,6.41%,In Progress,,,People Leave ->,0,6020.28,total after bs,
drew,$100.00,Yes,,Good,$100,$116.09,$16.09,$16.09,$15.00,$1.09,No,6.77%,In Progress,,,,P/L Sum,Sent/Tips Sum,Game Profit,Tips % of Profit
catlib (cat),$100.00,Yes,,Good,$100,$10.86,-$89.14,-$89.14,$0.00,$0.00,No,0.00%,In Progress,,,should be 0 at end:,$0.00,"$2,738.31",2538.31,5.39%
Br1ann88 (br1),$60.00,Yes,,Good,$60,$0.00,-$60.00,-$60.00,$0.00,$0.00,No,0.00%,In Progress,,,,,,,
kevinatekfc,$100.00,Yes,,Good,$100,$205.74,$105.74,$105.74,$95.00,$10.74,Yes,10.16%,Complete,,,,Credit Sum,Receive Sum,In-Game,
bchung1201,$50.00,No,$50.00,Good,$0,$126.01,$76.01,$126.01,$123.50,$2.51,Yes,3.30%,Complete,me,,,"$5,120",$900.00,$0.00,
monkeepoo420 (monkee so tuff),$100.00,No,$100.00,Good,$0,$0.00,-$100.00,$0.00,$0.00,$0.00,Yes,0.00%,Complete,me,,,,,,
thillison (Ty),$50.00,No,$50.00,Good,$0,$83.54,$33.54,$83.54,$83.54,$0.00,No,0.00%,In Progress,me,Pokernow Link:,https://www.pokernow.club/games/pglFH9_hNaLGKSLUb88rubY2a,,,,
shaquillis (shaq),$100.00,Yes,,Good,$100,$158.87,$58.87,$58.87,$50.00,$8.87,Yes,15.07%,Complete,sent 25,,,,,,
